A,C,P,B,L,R,LA
1,2,66,8.85779,50,0.44,71
1,2,66,8.8643,50,0.5,71
1,2,66,8.90009,50,0.58,71
1,2,66,8.90659,50,0.58,71
1,2,66,8.94238,50,0.72,71
1,2,66,8.90985,50,0.58,71
1,2,66,8.93262,50,0.68,71
1,2,66,8.87406,50,0.54,71
1,2,66,8.85129,50,0.48,71
1,2,66,8.85779,50,0.48,71
1,2,66,8.90334,50,0.62,71
1,2,66,8.89358,50,0.56,71
1,2,66,8.89683,50,0.56,71
1,2,66,8.91635,50,0.68,71
1,2,66,8.90659,50,0.62,71
1,2,66,8.90334,50,0.64,71
1,2,66,8.93912,50,0.72,71
1,2,66,8.85779,50,0.46,71
1,2,66,8.88707,50,0.58,71
1,2,66,8.90009,50,0.6,71
1,2,66,8.92286,50,0.68,71
1,2,66,8.93262,50,0.68,71
1,2,66,8.89358,50,0.6,71
1,2,84,10.8331,50,0.64,72
1,2,84,10.8819,50,0.72,72
1,2,84,10.9047,50,0.8,72
1,2,84,10.8656,50,0.68,72
1,2,84,10.8526,50,0.7,72
1,2,84,10.8461,50,0.7,72
1,2,84,10.8526,50,0.7,72
1,2,84,10.8591,50,0.66,72
1,2,84,10.8201,50,0.64,72
1,2,84,10.8754,50,0.72,72
1,2,84,10.8656,50,0.76,72
1,2,84,10.8917,50,0.82,72
1,2,84,10.8591,50,0.7,72
1,2,84,10.8721,50,0.76,72
1,2,84,10.8331,50,0.6,72
1,2,84,10.8884,50,0.74,72
1,2,84,10.8819,50,0.8,72
1,2,84,10.8331,50,0.64,72
1,2,84,10.8364,50,0.68,72
1,2,84,10.8364,50,0.7,72
1,2,84,10.8331,50,0.64,72
1,2,84,10.8429,50,0.68,72
1,2,84,10.9014,50,0.8,72
1,2,84,10.8298,50,0.58,72
1,2,84,10.8949,50,0.8,72
1,2,84,10.8624,50,0.76,72
1,2,84,10.8364,50,0.68,72
1,2,84,10.8721,50,0.74,72
1,2,84,10.8656,50,0.58,72
1,2,84,10.8559,50,0.76,72
1,2,84,10.8201,50,0.62,72
1,2,84,10.8754,50,0.76,72
1,2,84,10.8364,50,0.66,72
1,2,84,10.8233,50,0.6,72
1,2,84,10.8364,50,0.64,72
1,2,84,10.8917,50,0.78,72
1,2,84,10.8624,50,0.72,72
1,2,84,10.8201,50,0.58,72
1,2,84,10.8786,50,0.76,72
1,2,84,10.8396,50,0.64,72
1,2,84,10.7843,50,0.52,72
1,2,84,10.8526,50,0.7,72
1,2,84,10.8917,50,0.76,72
1,2,84,10.8656,50,0.76,72
1,2,84,10.8624,50,0.76,72
1,2,84,10.9339,50,0.88,72
1,2,84,10.8136,50,0.62,72
1,2,84,10.8429,50,0.68,72
1,2,84,10.8461,50,0.72,72
1,2,84,10.8331,50,0.64,72
1,2,84,10.8494,50,0.64,72
1,2,84,10.8168,50,0.52,72
1,2,84,10.8754,50,0.72,72
1,2,84,10.9112,50,0.86,72
1,2,84,10.8656,50,0.72,72
1,2,84,10.8331,50,0.64,72
1,2,84,10.8298,50,0.68,72
1,2,84,10.8429,50,0.6,72
1,2,84,10.8819,50,0.76,72
1,2,84,10.8461,50,0.68,72
1,2,84,10.8982,50,0.82,72
1,2,84,10.8884,50,0.76,72
1,2,84,10.8754,50,0.78,72
1,2,84,10.8786,50,0.72,72
1,2,84,10.8884,50,0.78,72
1,2,84,10.8201,50,0.66,72
1,2,84,10.8364,50,0.64,72
1,2,84,10.8591,50,0.72,72
1,2,84,10.8851,50,0.74,72
1,2,84,10.8721,50,0.74,72
1,2,84,10.8429,50,0.7,72
1,2,84,10.8721,50,0.72,72
1,2,84,10.8819,50,0.76,72
1,2,84,10.8591,50,0.72,72
1,2,84,10.8884,50,0.76,72
1,2,90,13.4965,70,0.86,73
1,2,90,13.516,70,0.82,73
1,2,90,13.4705,70,0.78,73
1,2,90,13.4965,70,0.78,73
1,2,90,13.5063,70,0.82,73
1,2,90,13.477,70,0.76,73
1,2,90,13.451,70,0.76,73
1,2,90,13.5095,70,0.82,73
1,2,90,13.5063,70,0.82,73
1,2,90,13.503,70,0.76,73
1,2,90,13.477,70,0.8,73
1,2,90,13.4868,70,0.82,73
1,2,90,13.4672,70,0.74,73
1,2,90,13.5063,70,0.84,73
1,2,90,13.3989,70,0.72,73
1,2,90,13.5128,70,0.84,73
1,2,90,13.49,70,0.78,73
1,2,90,13.5128,70,0.78,73
1,2,90,13.5128,70,0.72,73
1,2,90,13.5193,70,0.82,73
1,2,90,13.5258,70,0.9,73
1,2,90,13.49,70,0.76,73
1,2,90,13.4575,70,0.76,73
1,2,90,13.5388,70,0.88,73
1,2,90,13.4282,70,0.74,73
1,2,90,13.464,70,0.8,73
1,2,90,13.5225,70,0.88,73
1,2,90,13.4672,70,0.78,73
1,2,90,13.503,70,0.8,73
1,2,90,13.503,70,0.82,73
1,2,90,13.4803,70,0.78,73
1,2,90,13.477,70,0.74,73
1,2,90,13.5095,70,0.84,73
1,2,90,13.4412,70,0.7,73
1,2,90,13.5063,70,0.86,73
1,2,90,13.49,70,0.82,73
1,2,90,13.4998,70,0.74,73
1,2,90,13.5258,70,0.88,73
1,2,90,13.4705,70,0.72,73
1,2,90,13.4542,70,0.68,73
1,2,90,13.4998,70,0.82,73
1,2,90,13.4965,70,0.7,73
1,2,90,13.5323,70,0.82,73
1,2,90,13.4803,70,0.84,73
1,2,90,13.5063,70,0.78,73
1,2,90,13.5258,70,0.82,73
1,2,90,13.5193,70,0.86,73
1,2,90,13.5193,70,0.82,73
1,2,90,13.4868,70,0.72,73
1,2,90,13.5095,70,0.88,73
1,2,90,13.4835,70,0.76,73
1,2,90,13.503,70,0.82,73
1,2,90,13.4965,70,0.86,73
1,2,90,13.4803,70,0.8,73
1,2,90,13.5128,70,0.94,73
1,2,90,13.4868,70,0.78,73
1,2,90,13.4868,70,0.78,73
1,2,90,13.4933,70,0.78,73
1,2,90,13.4737,70,0.76,73
1,2,90,13.4705,70,0.78,73
1,2,90,13.4803,70,0.76,73
1,2,90,13.4933,70,0.84,73
1,2,90,13.49,70,0.8,73
1,2,90,13.4575,70,0.76,73
1,2,90,13.4575,70,0.74,73
1,2,90,13.4835,70,0.78,73
1,2,90,13.4933,70,0.78,73
1,2,90,13.4835,70,0.8,73
1,2,90,13.4672,70,0.68,73
1,2,90,13.5193,70,0.8,73
1,2,90,13.4998,70,0.86,73
1,2,90,13.425,70,0.74,73
1,2,90,13.5193,70,0.82,73
1,2,90,13.4803,70,0.8,73
1,2,90,13.4705,70,0.82,73
1,3,60,10.8526,50,0.72,74
1,3,60,10.8298,50,0.68,74
1,3,60,10.8429,50,0.66,74
1,3,60,10.8461,50,0.68,74
1,3,60,10.8429,50,0.66,74
1,3,60,10.8266,50,0.6,74
1,3,60,10.8429,50,0.58,74
1,3,60,10.8364,50,0.66,74
1,3,60,10.8233,50,0.66,74
1,3,60,10.8201,50,0.64,74
1,3,60,10.8461,50,0.66,74
1,3,60,10.8884,50,0.78,74
1,3,60,10.8689,50,0.72,74
1,3,60,10.8982,50,0.86,74
1,3,60,10.8429,50,0.6,74
1,3,60,10.8591,50,0.72,74
1,3,60,10.8429,50,0.68,74
1,3,60,10.8786,50,0.7,74
1,3,60,10.8754,50,0.78,74
1,3,60,10.8591,50,0.74,74
1,3,60,10.8591,50,0.7,74
1,3,60,10.8526,50,0.72,74
1,3,60,10.8494,50,0.66,74
1,3,60,10.8526,50,0.66,74
1,3,60,10.8689,50,0.74,74
1,3,60,10.8103,50,0.56,74
1,3,60,10.8038,50,0.56,74
1,3,60,10.8331,50,0.58,74
1,3,60,10.8038,50,0.52,74
1,3,60,10.8396,50,0.66,74
1,3,60,10.8526,50,0.68,74
1,3,60,10.8298,50,0.66,74
1,3,60,10.8168,50,0.62,74
1,3,60,10.8396,50,0.58,74
1,3,60,10.8331,50,0.64,74
1,3,60,10.8168,50,0.6,74
1,3,60,10.8071,50,0.6,74
1,3,60,10.8103,50,0.6,74
1,3,60,10.8656,50,0.72,74
1,3,60,10.8136,50,0.6,74
1,3,60,10.8103,50,0.56,74
1,3,60,10.8656,50,0.66,74
1,3,60,10.8526,50,0.64,74
1,3,60,10.8851,50,0.78,74
1,3,60,10.8689,50,0.64,74
1,3,60,10.8103,50,0.58,74
1,3,60,10.8656,50,0.7,74
1,3,60,10.8201,50,0.58,74
1,3,60,10.8689,50,0.7,74
1,3,60,10.8754,50,0.74,74
1,3,60,10.8168,50,0.62,74
1,3,60,10.8266,50,0.62,74
1,3,60,10.8884,50,0.76,74
1,3,60,10.8526,50,0.74,74
1,3,60,10.8851,50,0.76,74
1,3,60,10.8461,50,0.64,74
1,3,60,10.8364,50,0.64,74
1,3,60,10.8559,50,0.7,74
1,3,60,10.8233,50,0.62,74
1,3,60,10.8429,50,0.68,74
1,3,60,10.8851,50,0.78,74
1,3,60,10.8298,50,0.62,74
1,3,60,10.8103,50,0.56,74
1,3,60,10.8168,50,0.58,74
1,3,60,10.8559,50,0.7,74
1,3,60,10.8364,50,0.66,74
1,3,60,10.8201,50,0.6,74
1,3,60,10.8331,50,0.68,74
1,3,60,10.8721,50,0.68,74
1,3,60,10.8168,50,0.64,74
1,3,60,10.8754,50,0.68,74
1,3,60,10.8721,50,0.74,74
1,3,60,10.8364,50,0.64,74
1,3,60,10.8298,50,0.62,74
1,3,60,10.8591,50,0.7,74
1,3,84,11.1788,60,0.74,75
1,3,84,11.1885,60,0.68,75
1,3,84,11.2081,60,0.76,75
1,3,84,11.2504,60,0.88,75
1,3,84,11.169,60,0.72,75
1,3,84,11.1528,60,0.64,75
1,3,84,11.2048,60,0.82,75
1,3,84,11.169,60,0.72,75
1,3,84,11.1593,60,0.64,75
1,3,84,11.1788,60,0.72,75
1,3,84,11.1593,60,0.7,75
1,3,84,11.1983,60,0.72,75
1,3,84,11.2081,60,0.76,75
1,3,84,11.2048,60,0.78,75
1,3,84,11.1755,60,0.76,75
1,3,84,11.1918,60,0.76,75
1,3,84,11.1202,60,0.62,75
1,3,84,11.1983,60,0.8,75
1,3,84,11.2048,60,0.7,75
1,3,84,11.1528,60,0.7,75
1,3,84,11.1853,60,0.8,75
1,3,84,11.1853,60,0.78,75
1,3,84,11.2341,60,0.74,75
1,3,84,11.2146,60,0.78,75
1,3,84,11.2471,60,0.82,75
1,3,84,11.1983,60,0.74,75
1,3,84,11.2016,60,0.82,75
1,3,84,11.2308,60,0.8,75
1,3,84,11.1853,60,0.76,75
1,3,84,11.1788,60,0.74,75
1,3,84,11.1105,60,0.66,75
1,3,84,11.1723,60,0.74,75
1,3,84,11.2276,60,0.82,75
1,3,84,11.2243,60,0.8,75
1,3,84,11.2081,60,0.82,75
1,3,84,11.2016,60,0.76,75
1,3,84,11.2146,60,0.8,75
1,3,84,11.2178,60,0.82,75
1,3,84,11.2113,60,0.8,75
1,3,84,11.2211,60,0.74,75
1,3,84,11.2081,60,0.7,75
1,3,84,11.1853,60,0.8,75
1,3,84,11.1885,60,0.7,75
1,3,84,11.2081,60,0.8,75
1,3,84,11.2373,60,0.8,75
1,3,84,11.169,60,0.72,75
1,3,84,11.2146,60,0.76,75
1,3,84,11.2438,60,0.88,75
1,3,84,11.156,60,0.68,75
1,3,84,11.2048,60,0.8,75
1,3,84,11.2113,60,0.76,75
1,3,84,11.2081,60,0.8,75
1,3,84,11.1788,60,0.76,75
1,3,84,11.1755,60,0.7,75
1,3,84,11.2016,60,0.74,75
1,3,84,11.2081,60,0.76,75
1,3,84,11.1853,60,0.78,75
1,3,84,11.2211,60,0.86,75
1,3,84,11.1918,60,0.76,75
1,3,84,11.1885,60,0.78,75
1,3,84,11.117,60,0.62,75
1,3,84,11.2373,60,0.8,75
1,3,84,11.2373,60,0.82,75
1,3,84,11.2113,60,0.82,75
1,3,84,11.13,60,0.62,75
1,3,84,11.1723,60,0.74,75
1,3,84,11.2113,60,0.78,75
1,3,84,11.1755,60,0.72,75
1,3,84,11.1723,60,0.72,75
1,3,84,11.2243,60,0.84,75
1,3,84,11.182,60,0.74,75
1,3,84,11.169,60,0.74,75
1,3,84,11.1625,60,0.72,75
1,3,84,11.2634,60,0.86,75
1,3,84,11.2341,60,0.84,75
1,3,87,9.25553,60,0.66,76
1,3,87,9.31734,60,0.86,76
1,3,87,9.31084,60,0.84,76
1,3,87,9.22951,60,0.6,76
1,3,87,9.27505,60,0.78,76
1,3,87,9.31409,60,0.82,76
1,3,87,9.28806,60,0.82,76
1,3,87,9.28806,60,0.82,76
1,3,87,9.31084,60,0.84,76
1,3,87,9.3206,60,0.8,76
1,3,87,9.28156,60,0.76,76
1,3,87,9.29132,60,0.84,76
1,3,87,9.3206,60,0.88,76
1,3,87,9.20023,60,0.64,76
1,3,87,9.24903,60,0.74,76
1,3,87,9.30433,60,0.76,76
1,3,87,9.34011,60,0.86,76
1,3,87,9.31409,60,0.88,76
1,3,87,9.28156,60,0.82,76
1,3,87,9.29782,60,0.82,76
1,3,87,9.29457,60,0.82,76
1,3,87,9.2718,60,0.78,76
1,3,87,9.3271,60,0.84,76
1,3,87,9.26854,60,0.76,76
1,3,87,9.29457,60,0.84,76
1,3,87,9.30758,60,0.8,76
1,3,87,9.30108,60,0.8,76
1,3,87,9.26854,60,0.78,76
1,3,87,9.30758,60,0.84,76
1,3,87,9.26854,60,0.76,76
1,3,87,9.30758,60,0.82,76
1,3,87,9.2783,60,0.82,76
1,3,87,9.29132,60,0.78,76
1,3,87,9.28156,60,0.8,76
1,3,87,9.25878,60,0.76,76
1,3,87,9.2783,60,0.8,76
1,3,87,9.29457,60,0.82,76
1,3,87,9.27505,60,0.78,76
1,3,87,9.2718,60,0.8,76
1,3,87,9.24903,60,0.8,76
1,3,87,9.24577,60,0.66,76
1,3,87,9.25553,60,0.74,76
1,3,87,9.28481,60,0.82,76
1,3,87,9.30758,60,0.8,76
1,3,87,9.23276,60,0.72,76
1,3,87,9.26854,60,0.74,76
1,3,87,9.29132,60,0.82,76
1,3,87,9.25878,60,0.76,76
1,3,87,9.34662,60,0.9,76
1,3,87,9.28156,60,0.78,76
1,3,87,9.28806,60,0.82,76
1,3,87,9.26529,60,0.78,76
1,3,87,9.24252,60,0.72,76
1,3,87,9.25553,60,0.78,76
1,3,87,9.27505,60,0.78,76
1,3,87,9.31734,60,0.88,76
1,3,87,9.30108,60,0.8,76
1,3,87,9.29782,60,0.8,76
1,3,87,9.33686,60,0.88,76
1,3,87,9.27505,60,0.84,76
1,3,87,9.30433,60,0.78,76
1,3,87,9.21649,60,0.64,76
1,3,87,9.26204,60,0.76,76
1,3,87,9.3206,60,0.86,76
1,3,87,9.31409,60,0.88,76
1,3,87,9.24577,60,0.68,76
1,3,87,9.25553,60,0.74,76
1,3,87,9.30433,60,0.78,76
1,3,87,9.26529,60,0.76,76
1,3,87,9.26529,60,0.76,76
1,3,87,9.28481,60,0.82,76
1,3,87,9.21324,60,0.64,76
1,3,87,9.28481,60,0.86,76
1,3,87,9.29782,60,0.8,76
1,3,87,9.29132,60,0.84,76
1,3,90,13.5063,70,0.84,77
1,3,90,13.5095,70,0.84,77
1,3,90,13.503,70,0.9,77
1,3,90,13.5095,70,0.84,77
1,3,90,13.5095,70,0.84,77
1,3,90,13.5128,70,0.84,77
1,3,90,13.5291,70,0.9,77
1,3,90,13.516,70,0.84,77
1,3,90,13.5128,70,0.82,77
1,3,90,13.5258,70,0.8,77
1,3,90,13.5291,70,0.9,77
1,3,90,13.5356,70,0.88,77
1,3,90,13.5518,70,0.96,77
1,3,90,13.49,70,0.78,77
1,3,90,13.4868,70,0.78,77
1,3,90,13.4738,70,0.84,77
1,3,90,13.4835,70,0.8,77
1,3,90,13.5356,70,0.88,77
1,3,90,13.5291,70,0.9,77
1,3,90,13.4965,70,0.82,77
1,3,90,13.451,70,0.76,77
1,3,90,13.5323,70,0.8,77
1,3,90,13.503,70,0.76,77
1,3,90,13.5128,70,0.82,77
1,3,90,13.5225,70,0.92,77
1,3,90,13.5095,70,0.84,77
1,3,90,13.5323,70,0.86,77
1,3,90,13.5323,70,0.88,77
1,3,90,13.4998,70,0.82,77
1,3,90,13.4282,70,0.7,77
1,3,90,13.516,70,0.84,77
1,3,90,13.5388,70,0.82,77
1,3,90,13.516,70,0.78,77
1,3,90,13.5063,70,0.78,77
1,3,90,13.5063,70,0.8,77
1,3,90,13.4868,70,0.76,77
1,3,90,13.49,70,0.74,77
1,3,90,13.5128,70,0.8,77
1,3,90,13.5258,70,0.9,77
1,3,90,13.49,70,0.82,77
1,3,90,13.4803,70,0.82,77
1,3,90,13.4965,70,0.84,77
1,3,90,13.5486,70,0.92,77
1,3,90,13.5193,70,0.88,77
1,3,90,13.5128,70,0.82,77
1,3,90,13.516,70,0.88,77
1,3,90,13.5388,70,0.86,77
1,3,90,13.4998,70,0.76,77
1,3,90,13.5258,70,0.86,77
1,3,90,13.4998,70,0.84,77
1,3,90,13.4933,70,0.76,77
1,3,90,13.5323,70,0.9,77
1,3,90,13.5063,70,0.78,77
1,3,90,13.516,70,0.78,77
1,3,90,13.516,70,0.86,77
1,3,90,13.4835,70,0.7,77
1,3,90,13.5063,70,0.8,77
1,3,90,13.4933,70,0.78,77
1,3,90,13.5095,70,0.84,77
1,3,90,13.503,70,0.78,77
1,3,90,13.5095,70,0.8,77
1,3,90,13.5258,70,0.88,77
1,3,90,13.5095,70,0.82,77
1,3,90,13.4998,70,0.8,77
1,3,90,13.5258,70,0.84,77
1,3,90,13.5291,70,0.88,77
1,3,90,13.5095,70,0.84,77
1,3,90,13.4803,70,0.76,77
1,3,90,13.5225,70,0.9,77
1,3,90,13.5063,70,0.76,77
1,3,90,13.5356,70,0.9,77
1,3,90,13.4803,70,0.74,77
1,3,90,13.5095,70,0.8,77
1,3,90,13.516,70,0.88,77
1,3,90,13.5258,70,0.82,77
1,4,84,9.3206,60,0.8,78
1,4,84,9.31734,60,0.84,78
1,4,84,9.34337,60,0.84,78
1,4,84,9.3271,60,0.88,78
1,4,84,9.34011,60,0.86,78
1,4,84,9.28156,60,0.74,78
1,4,84,9.33686,60,0.88,78
1,4,84,9.34662,60,0.88,78
1,4,84,9.34662,60,0.88,78
1,4,84,9.34337,60,0.84,78
1,4,84,9.34011,60,0.92,78
1,4,84,9.3271,60,0.82,78
1,4,84,9.34337,60,0.92,78
1,4,84,9.29782,60,0.76,78
1,4,84,9.32385,60,0.84,78
1,4,84,9.35313,60,0.88,78
1,4,84,9.35313,60,0.84,78
1,4,84,9.36289,60,0.94,78
1,4,84,9.34987,60,0.9,78
1,4,84,9.3271,60,0.8,78
1,4,84,9.32385,60,0.82,78
1,4,84,9.3206,60,0.78,78
1,4,84,9.33036,60,0.82,78
1,4,84,9.33361,60,0.84,78
1,4,84,9.35638,60,0.9,78
1,4,84,9.34987,60,0.88,78
1,4,84,9.31084,60,0.76,78
1,4,84,9.36614,60,0.9,78
1,4,84,9.34987,60,0.86,78
1,4,84,9.31409,60,0.8,78
1,4,84,9.31734,60,0.82,78
1,4,84,9.32385,60,0.72,78
1,4,84,9.36939,60,0.88,78
1,4,84,9.34011,60,0.88,78
1,4,84,9.33686,60,0.82,78
1,4,84,9.33036,60,0.74,78
1,4,84,9.36289,60,0.92,78
1,4,84,9.35638,60,0.88,78
1,4,84,9.31734,60,0.74,78
1,4,84,9.34662,60,0.86,78
1,4,84,9.34662,60,0.86,78
1,4,84,9.3206,60,0.8,78
1,4,84,9.33361,60,0.8,78
1,4,84,9.30108,60,0.78,78
1,4,84,9.3271,60,0.84,78
1,4,84,9.3759,60,0.94,78
1,4,84,9.31409,60,0.8,78
1,4,84,9.31734,60,0.74,78
1,4,84,9.32385,60,0.82,78
1,4,84,9.35313,60,0.92,78
1,4,84,9.3206,60,0.78,78
1,4,84,9.30433,60,0.82,78
1,4,84,9.29132,60,0.72,78
1,4,84,9.36289,60,0.86,78
1,4,84,9.34987,60,0.84,78
1,4,84,9.3271,60,0.9,78
1,4,84,9.32385,60,0.72,78
1,4,84,9.34337,60,0.88,78
1,4,84,9.33036,60,0.84,78
1,4,84,9.33036,60,0.88,78
1,4,84,9.36289,60,0.9,78
1,4,84,9.3206,60,0.84,78
1,4,84,9.37265,60,0.92,78
1,4,84,9.35313,60,0.86,78
1,4,84,9.33686,60,0.76,78
1,4,84,9.37265,60,0.92,78
1,4,84,9.34987,60,0.9,78
1,4,84,9.34011,60,0.8,78
1,4,84,9.32385,60,0.82,78
1,4,84,9.33686,60,0.82,78
1,4,84,9.31409,60,0.82,78
1,4,84,9.34987,60,0.9,78
1,4,84,9.31409,60,0.78,78
1,4,84,9.35638,60,0.88,78
1,4,84,9.32385,60,0.76,78
1,4,87,13.5095,70,0.84,79
1,4,87,13.5421,70,0.96,79
1,4,87,13.5095,70,0.9,79
1,4,87,13.5486,70,0.9,79
1,4,87,13.49,70,0.84,79
1,4,87,13.5291,70,0.9,79
1,4,87,13.5356,70,0.88,79
1,4,87,13.5095,70,0.76,79
1,4,87,13.4835,70,0.8,79
1,4,87,13.5291,70,0.84,79
1,4,87,13.5323,70,0.86,79
1,4,87,13.5258,70,0.88,79
1,4,87,13.5225,70,0.88,79
1,4,87,13.4933,70,0.78,79
1,4,87,13.4705,70,0.8,79
1,4,87,13.5128,70,0.82,79
1,4,87,13.5356,70,0.86,79
1,4,87,13.4998,70,0.84,79
1,4,87,13.5356,70,0.88,79
1,4,87,13.5323,70,0.92,79
1,4,87,13.5323,70,0.9,79
1,4,87,13.5095,70,0.86,79
1,4,87,13.5095,70,0.86,79
1,4,87,13.5356,70,0.9,79
1,4,87,13.5193,70,0.82,79
1,4,87,13.5128,70,0.8,79
1,4,87,13.516,70,0.8,79
1,4,87,13.5258,70,0.84,79
1,4,87,13.5225,70,0.82,79
1,4,87,13.5225,70,0.82,79
1,4,87,13.5258,70,0.92,79
1,4,87,13.5323,70,0.9,79
1,4,87,13.5356,70,0.9,79
1,4,87,13.4998,70,0.78,79
1,4,87,13.5193,70,0.9,79
1,4,87,13.516,70,0.82,79
1,4,87,13.5356,70,0.96,79
1,4,87,13.5128,70,0.86,79
1,4,87,13.5258,70,0.9,79
1,4,87,13.5388,70,0.9,79
1,4,87,13.5291,70,0.86,79
1,4,87,13.5421,70,0.84,79
1,4,87,13.5291,70,0.92,79
1,4,87,13.5388,70,0.86,79
1,4,87,13.5225,70,0.84,79
1,4,87,13.516,70,0.84,79
1,4,87,13.5356,70,0.92,79
1,4,87,13.4933,70,0.8,79
1,4,87,13.477,70,0.8,79
1,4,87,13.4998,70,0.84,79
1,4,87,13.4933,70,0.86,79
1,4,87,13.5258,70,0.88,79
1,4,87,13.5225,70,0.92,79
1,4,87,13.4835,70,0.78,79
1,4,87,13.5258,70,0.82,79
1,4,87,13.5225,70,0.84,79
1,4,87,13.503,70,0.84,79
1,4,87,13.5291,70,0.9,79
1,4,87,13.5518,70,0.92,79
1,4,87,13.5128,70,0.9,79
1,4,87,13.5193,70,0.92,79
1,4,87,13.5095,70,0.9,79
1,4,87,13.5453,70,0.94,79
1,4,87,13.5388,70,0.86,79
1,4,87,13.5193,70,0.82,79
1,4,87,13.5258,70,0.76,79
1,4,87,13.5388,70,0.86,79
1,4,87,13.5323,70,0.86,79
1,4,87,13.4998,70,0.84,79
1,4,87,13.5291,70,0.9,79
1,4,87,13.4933,70,0.78,79
1,4,87,13.4965,70,0.84,79
1,4,87,13.4998,70,0.78,79
1,4,87,13.5486,70,0.96,79
1,4,87,13.5356,70,0.92,79
1,4,90,15.7524,80,0.8,80
1,4,90,15.7134,80,0.72,80
1,4,90,15.759,80,0.86,80
1,4,90,15.772,80,0.72,80
1,4,90,15.7524,80,0.8,80
1,4,90,15.7069,80,0.62,80
1,4,90,15.7655,80,0.82,80
1,4,90,15.7785,80,0.8,80
1,4,90,15.7882,80,0.8,80
1,4,90,15.811,80,0.9,80
1,4,90,15.7817,80,0.9,80
1,4,90,15.7752,80,0.84,80
1,4,90,15.7199,80,0.74,80
1,4,90,15.7752,80,0.84,80
1,4,90,15.7882,80,0.86,80
1,4,90,15.7492,80,0.78,80
1,4,90,15.7655,80,0.9,80
